imdb_id,title,release_year,budget,production_companies,production_countries,spoken_languages
tt1045658,Silver Linings Playbook,2012,21000000,The Weinstein Company,United States of America,English
tt0298148,Shrek 2,2004,150000000,"DreamWorks Pictures, Pacific Data Images, DreamWorks Animation",United States of America,English
tt1190080,2012,2009,200000000,"Columbia Pictures, Centropolis Entertainment, Farewell Productions, The Mark Gordon Company",United States of America,"Tibetan, German, Russian, French, Mandarin, Latin, Portuguese, Spanish, Italian, Hindi, English"
tt0071562,The Godfather Part II,1974,13000000,"Paramount, The Coppola Company",United States of America,"English, Italian, Latin, Spanish"
tt0169547,American Beauty,1999,15000000,"Jinks/Cohen Company, DreamWorks Pictures",United States of America,English
tt1446714,Prometheus,2012,130000000,"Dune Entertainment, Scott Free Productions, Brandywine Productions, 20th Century Fox","United Kingdom, United States of America","Gaelic, English"
tt1285016,The Social Network,2010,40000000,"Columbia Pictures, Relativity Media, Scott Rudin Productions, Michael De Luca Productions, Trigger Street Productions",United States of America,English
tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,2017,230000000,"Walt Disney Pictures, Jerry Bruckheimer Films, Infinitum Nihil",United States of America,English
tt8946378,Knives Out,2019,40000000,"Lionsgate, MRC, T-Street Productions",United States of America,"Spanish, English"
tt0119217,Good Will Hunting,1997,10000000,"Miramax, Lawrence Bender Productions, Be Gentlemen Limited Partnership",United States of America,English
tt2322441,Fifty Shades of Grey,2015,40000000,"Focus Features, Michael De Luca Productions, Trigger Street Productions",United States of America,English
tt0458352,The Devil Wears Prada,2006,35000000,"Fox 2000 Pictures, Dune Entertainment, Major Studio Partners, Peninsula Films, 20th Century Fox","France, United States of America","English, French"
tt0075314,Taxi Driver,1976,1900000,"Italo/Judeo Productions, Bill/Phillips, Columbia Pictures",United States of America,"English, Spanish"
tt1517451,A Star Is Born,2018,36000000,"Thunder Road, 22 & Green, Gerber Pictures, Joint Effort, Malpaso Productions, Warner Bros. Pictures, Live Nation Productions",United States of America,English
tt2713180,Fury,2014,68000000,"Columbia Pictures, QED International, LStar Capital, Le Grisbi Productions, Crave Films, Sony Pictures, Huayi Brothers Pictures","United Kingdom, United States of America, China","English, German, Spanish"
tt0800080,The Incredible Hulk,2008,150000000,"Marvel Studios, Valhalla Motion Pictures",United States of America,"Portuguese, Spanish, English"
tt1250777,Kick-Ass,2010,28000000,"Marv Films, Lionsgate, Plan B Entertainment, Mandate International","United Kingdom, United States of America",English
tt0343818,"I, Robot",2004,120000000,"Davis Entertainment, Laurence Mark Productions, Canlaws Productions, 20th Century Fox, Overbrook Entertainment, Mediastream Vierte Film GmbH & Co. Vermarktungs KG","United States of America, Germany",English
tt0477348,No Country for Old Men,2007,25000000,"Miramax, Scott Rudin Productions, Mike Zoss Productions, Paramount Vantage",United States of America,"English, Spanish"
tt1318514,Rise of the Planet of the Apes,2011,93000000,"Dune Entertainment III, Dune Entertainment, Chernin Entertainment, Ingenious Media, Big Screen Productions, 20th Century Fox",United States of America,English
tt0240772,Ocean's Eleven,2001,85000000,"Village Roadshow Pictures, NPV Entertainment, Jerry Weintraub Productions, Section Eight, Warner Bros. Pictures",United States of America,"Italian, English"
tt0167404,The Sixth Sense,1999,40000000,"Spyglass Entertainment, The Kennedy/Marshall Company, Hollywood Pictures, Barry Mendel Productions",United States of America,"Latin, Spanish, English"
tt0086250,Scarface,1983,25000000,Universal Pictures,United States of America,"English, Spanish"
tt1392214,Prisoners,2013,46000000,"Madhouse Entertainment, Alcon Entertainment, 8:38 Productions, Warner Bros. Pictures, Summit Entertainment",United States of America,English
tt0120586,American History X,1998,20000000,"New Line Cinema, Savoy Pictures, The Turman-Morrissey Company",United States of America,English
tt1457767,The Conjuring,2013,13000000,"Evergreen Media Group, New Line Cinema, The Safran Company",United States of America,English
tt2582846,The Fault in Our Stars,2014,14000000,"TSG Entertainment, Fox 2000 Pictures, Temple Hill Entertainment",United States of America,English
tt0332280,The Notebook,2004,29000000,"New Line Cinema, Avery Pix, Gran Via Productions",United States of America,English
tt2024544,12 Years a Slave,2013,20000000,"New Regency Pictures, Plan B Entertainment, River Road Entertainment, Regency Enterprises, Film4 Productions","United States of America, United Kingdom",English
tt1637688,In Time,2011,40000000,"New Regency Pictures, Strike Entertainment",United States of America,English
tt0103639,Aladdin,1992,28000000,"Walt Disney Pictures, Walt Disney Feature Animation",United States of America,English
tt6966692,Green Book,2018,23000000,"Participant, DreamWorks Pictures, Cinetic Media",United States of America,"English, Italian, Russian"
tt0398286,Tangled,2010,260000000,"Walt Disney Animation Studios, Walt Disney Pictures",United States of America,English
tt0162222,Cast Away,2000,90000000,"Playtone, ImageMovers, 20th Century Fox, DreamWorks Pictures",United States of America,"Russian, English"
tt0120903,X-Men,2000,75000000,"The Donners' Company, Bad Hat Harry Productions, 20th Century Fox",United States of America,English
tt1690953,Despicable Me 2,2013,76000000,"Illumination, Universal Pictures",United States of America,English
tt0441773,Kung Fu Panda,2008,130000000,"DreamWorks Animation, Paramount",United States of America,English
tt0418279,Transformers,2007,150000000,"DreamWorks Pictures, di Bonaventura Pictures, Tom DeSanto/Don Murphy Production",United States of America,"Spanish, English"
tt0083866,E.T. the Extra-Terrestrial,1982,10500000,"Universal Pictures, Amblin Entertainment",United States of America,English
tt0936501,Taken,2008,25000000,"Wintergreen Productions, EuropaCorp, M6 Films, Grive Productions, TPS Star, M6, All Pictures Media, 20th Century Fox, Canal+","France, United States of America","English, French, Arabic, Albanian"
tt4881806,Jurassic World: Fallen Kingdom,2018,170000000,"Amblin Entertainment, Universal Pictures",United States of America,"English, Russian"
tt0118715,The Big Lebowski,1998,15000000,"Gramercy Pictures, PolyGram Filmed Entertainment, Working Title Films","United Kingdom, United States of America","English, Hebrew, Spanish, German"
tt2103281,Dawn of the Planet of the Apes,2014,170000000,"TSG Entertainment, Chernin Entertainment, Ingenious Media",United States of America,English
tt0097165,Dead Poets Society,1989,16400000,"Touchstone Pictures, Silver Screen Partners IV, A Steven Haft Production, Witt/Thomas Productions",United States of America,"English, Latin"
tt4123430,Fantastic Beasts: The Crimes of Grindelwald,2018,200000000,"Warner Bros. Pictures, Heyday Films","United Kingdom, United States of America","English, French"
tt0095016,Die Hard,1988,28000000,"Gordon Company, Silver Pictures, 20th Century Fox",United States of America,"English, German, Italian"
tt3110958,Now You See Me 2,2016,90000000,"Summit Entertainment, Lionsgate, K/O Paper Products, TIK Films","Hong Kong, United States of America","Cantonese, Mandarin, English"
tt0099785,Home Alone,1990,18000000,"Hughes Entertainment, 20th Century Fox",United States of America,"English, French"
tt0234215,The Matrix Reloaded,2003,150000000,"Village Roadshow Pictures, Silver Pictures, NPV Entertainment",United States of America,"English, French"
tt0351283,Madagascar,2005,75000000,"DreamWorks Pictures, Pacific Data Images, DreamWorks Animation",United States of America,"English, French, German, Portuguese, Spanish"
tt2980516,The Theory of Everything,2014,15000000,Working Title Films,United Kingdom,"Latin, English, French, Italian"
tt2872718,Nightcrawler,2014,8500000,"Sierra/Affinity, Bold Films",United States of America,English
tt1905041,Fast & Furious 6,2013,160000000,"Universal Pictures, Relativity Media, Original Film, One Race, Fuji Television Network, F & F VI Productions A.I.E, dentsu","Japan, Spain, United Kingdom, United States of America","Cantonese, Dutch, English, Japanese, Russian, Spanish"
tt1483013,Oblivion,2013,120000000,"Universal Pictures, Relativity Media, Monolith Pictures (III), Chernin Entertainment, Radical Studios",United States of America,English
tt0315327,Bruce Almighty,2003,80000000,"Pit Bull Productions, Spyglass Entertainment, Universal Pictures, Shady Acres Entertainment",United States of America,English
tt1205489,Gran Torino,2008,33000000,"Matten Productions, Double Nickel Entertainment, Gerber Pictures, Malpaso Productions, Village Roadshow Pictures, WV Films IV, Warner Bros. Pictures","United States of America, Germany",English
tt2820852,Furious 7,2015,190000000,"Original Film, One Race, Universal Pictures",United States of America,"Arabic, English, Spanish, Thai"
tt2293640,Minions,2015,74000000,"Illumination, Universal Pictures",United States of America,English
tt0381061,Casino Royale,2006,150000000,"Eon Productions, Stillking Films, Columbia Pictures, Studio Babelsberg, Danjaq, Casino Royale Productions, Metro-Goldwyn-Mayer","Czech Republic, Germany, United Kingdom, United States of America","English, French"
tt0119116,The Fifth Element,1997,90000000,"Gaumont, Buena Vista International","France, United States of America","English, Swedish, German"
tt1010048,Slumdog Millionaire,2008,15000000,"Celador Films, Film4 Productions",United Kingdom,"French, Hindi, English"
tt1453405,Monsters University,2013,200000000,"Pixar, Walt Disney Pictures",United States of America,English
tt1219289,Limitless,2011,27000000,"Relativity Media, Virgin Produced, Many Rivers Productions, Boy of the Year, Rogue Pictures, Mandate International",United States of America,"English, Italian, Russian, Mandarin, French"
tt2379713,Spectre,2015,245000000,"Columbia Pictures, Metro-Goldwyn-Mayer, Eon Productions","United Kingdom, United States of America","French, English, Spanish, Italian, German"
tt1659337,The Perks of Being a Wallflower,2012,13000000,Mr. Mudd Production,United States of America,English
tt0113497,Jumanji,1995,65000000,"TriStar Pictures, Interscope Communications, Teitler Film, PolyGram Filmed Entertainment",United States of America,"English, French"
tt1630029,Avatar: The Way of Water,2022,460000000,"20th Century Studios, Lightstorm Entertainment",United States of America,English
tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,180000000,"Walt Disney Pictures, Walden Media, C.S. Lewis Company","United Kingdom, United States of America","English, German"
tt0144084,American Psycho,2000,7000000,"Muse Productions, Pressman Film, Lionsgate","Canada, United States of America","English, Spanish, Cantonese"
tt0458525,X-Men Origins: Wolverine,2009,150000000,"The Donners' Company, Seed Productions, 20th Century Fox",United States of America,English
tt1411697,The Hangover Part II,2011,80000000,"Legendary Pictures, Green Hat Films, Warner Bros. Pictures",United States of America,"English, Thai"
tt1515091,Sherlock Holmes: A Game of Shadows,2011,125000000,"Warner Bros. Pictures, Village Roadshow Pictures, Silver Pictures, Wigram Productions, Lin Pictures","United Kingdom, United States of America",English
tt4630562,The Fate of the Furious,2017,250000000,"Original Film, One Race, Universal Pictures",United States of America,"English, Spanish"
tt6146586,John Wick: Chapter 3 - Parabellum,2019,55000000,"Thunder Road, Lionsgate, 87Eleven",United States of America,"Arabic, Mandarin, English, Indonesian, Italian, Japanese, Latin, Russian"
tt3731562,Kong: Skull Island,2017,185000000,"Legendary Pictures, Tencent Pictures","China, United States of America","English, Vietnamese"
tt0099088,Back to the Future Part III,1990,40000000,"Universal Pictures, Amblin Entertainment",United States of America,English
tt1409024,Men in Black 3,2012,225000000,"Columbia Pictures, Hemisphere Media Capital, Amblin Entertainment, Parkes+MacDonald Image Nation, Imagenation Abu Dhabi FZ","United Arab Emirates, United States of America",English
tt4046784,Maze Runner: The Scorch Trials,2015,61000000,"Temple Hill Entertainment, Gotham Group, TSG Entertainment, 20th Century Fox",United States of America,English
tt0093058,Full Metal Jacket,1987,30000000,"Natant, Stanley Kubrick Productions, Warner Bros. Pictures","United Kingdom, United States of America","English, Vietnamese"
tt7713068,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020,75000000,"Warner Bros. Pictures, DC Films, LuckyChap Entertainment, Clubhouse Pictures, Kroll & Co Entertainment",United States of America,English
tt0073486,One Flew Over the Cuckoo's Nest,1975,3000000,Fantasy Films,United States of America,English
tt1232829,21 Jump Street,2012,42000000,"Columbia Pictures, Relativity Media, Original Film, Metro-Goldwyn-Mayer",United States of America,English
tt1276104,Looper,2012,30000000,"TriStar Pictures, FilmDistrict, Endgame Entertainment, DMG Entertainment, Ram Bergman Productions, FilmNation Entertainment",United States of America,English
tt0114814,The Usual Suspects,1995,6000000,"Bad Hat Harry Productions, Blue Parrot Productions",United States of America,"Spanish, English, French, Hungarian"
