tconst,title,release_year,genres,adjusted_budget,adjusted_domestic_gross,director_ids,director_names,production_companies,production_countries,spoken_languages
tt0416212,the secret life of bees,2008,Drama,16063167.673014397,55170389.21690664,nm0697656,gina prince-bythewood,"Dune Entertainment III, Fox Searchlight Pictures, The Donners' Company, Overbrook Entertainment",United States of America,English
tt0091083,from beyond,1986,"Horror,Sci-Fi",12908759.12408759,3069568.0948905107,nm0002340,stuart gordon,"Taryn Prov, Empire Pictures",United States of America,English
tt0239948,saving silverman,2001,"Comedy,Crime,Romance",39055900.62111801,34354225.26030491,nm0240797,dennis dugan,"Village Roadshow Pictures, NPV Entertainment, Columbia Pictures","Australia, United States of America","English, Thai"
tt1826590,about last night,2014,"Comedy,Romance",16603295.310519645,64603666.453738905,nm0684336,steve pink,"Olive Bridge Entertainment, Rainforest Entertainment, Screen Gems",United States of America,English
tt0120032,romy and micheles high school reunion,1997,Comedy,39177570.093457945,57268504.568224296,nm0592400,david mirkin,Touchstone Pictures,United States of America,English
tt0105428,sleepwalkers,1992,"Fantasy,Horror",33613684.960798286,68403317.79900213,nm0308376,mick garris,"Columbia Pictures, Victor & Grais Productions, Ion Pictures",United States of America,English
tt0326856,envy,2004,Comedy,66574907.35839068,22549457.05029116,nm0001469,barry levinson,"Castle Rock Entertainment, Baltimore Spring Creek Productions, NPV Entertainment, DreamWorks Pictures, Nu Image",United States of America,English
tt1440732,bel ami,2012,"Crime,Drama,History",12324041.811846688,164953.19163763063,"nm3077950,nm3078168","declan donnellan,nick ormerod","19 Entertainment, Redwave Films, Protagonist Pictures, RAI","Italy, United Kingdom","English, French, Czech"
tt2294677,in a world,2013,Comedy,1349356.2231759655,3998508.1648068666,nm1128572,lake bell,"More Films, 3311 Productions, In A World, Team G","United Kingdom, United States of America",English
tt0119141,fools rush in,1997,"Comedy,Drama,Romance",39177570.093457945,57394207.76074766,nm0855035,andy tennant,Columbia Pictures,United States of America,"English, Spanish"
tt0218817,antitrust,2001,"Action,Crime,Drama",53258046.30152456,19466186.954263125,nm0398185,peter howitt,"Industry Entertainment, Epsilon Motion Pictures, Hyde Park Films, Metro-Goldwyn-Mayer","Canada, United States of America",English
tt0100114,marked for death,1990,"Action,Crime,Drama",28866105.58530987,103976912.66717674,nm0514546,dwight h. little,"Steamroller Productions, Victor & Grais Productions, 20th Century Fox",United States of America,"English, Russian"
tt0111143,the shadow,1994,"Action,Adventure,Crime",53036437.24696356,67537872.06477733,nm0611683,russell mulcahy,"Bregman/Baer Productions, Universal Pictures",United States of America,English
tt0120004,the relic,1997,"Horror,Mystery,Sci-Fi",117532710.28037383,66516869.502803735,nm0001382,peter hyams,"Mutual Film Company, Paramount, TOHO-TOWA, Pacific Western, PolyGram Filmed Entertainment, Marubeni, Tele München Fernseh Produktionsgesellschaft (TMG), BBC","Germany, Japan, United Kingdom, United States of America",English
tt11084896,spirit untamed,2021,"Adventure,Animation,Comedy",34804428.04428044,20553424.33948339,"nm4136807,nm0868871","elaine bogan,ennio torresan","Universal Pictures, DreamWorks Animation",United States of America,English
tt0097240,drugstore cowboy,1989,"Crime,Drama",6338709.677419354,11991195.716129033,nm0001814,gus van sant,Avenue Pictures,United States of America,English
tt0099892,joe versus the volcano,1990,"Comedy,Romance",60137719.96939556,94733658.5095639,nm0788234,john patrick shanley,"Amblin Entertainment, Warner Bros. Pictures",United States of America,English
tt0095687,my stepmother is an alien,1988,"Comedy,Sci-Fi",53153000.845308535,36819083.68554522,nm0000907,richard benjamin,"Weintraub Entertainment Group, The Catalina Production Group, Columbia Pictures",United States of America,English
tt1018765,our brand is crisis,2015,"Comedy,Drama",37144303.79746836,9289075.351898734,nm0337773,david gordon green,"Participant, Smoke House Pictures",United States of America,English
tt0117918,tin cup,1996,"Comedy,Drama,Romance",90172084.13001911,107915120.88718928,nm0005421,ron shelton,"Regency Enterprises, Warner Bros. Pictures",United States of America,English
tt0086993,the bounty,1984,"Adventure,Drama,History",75649663.13763233,26064219.949951872,nm0002044,roger donaldson,Dino De Laurentiis Company,"United States of America, United Kingdom",English
tt0093512,maurice,1987,"Drama,Romance",7195774.647887324,8712284.154929578,nm0412465,james ivory,"Merchant Ivory Productions, Film4 Productions",United Kingdom,"English, Latin"
tt2402105,dom hemingway,2013,"Comedy,Crime,Drama",9445493.562231759,706402.8257510728,nm0791672,richard shepard,"Pinewood Studios, Recorded Picture Company, BBC Film, Isle of Man Film Commission",United Kingdom,English
tt14668630,lyle lyle crocodile,2022,"Adventure,Comedy,Family",53706867.0994192,50364625.385719165,"nm0330347,nm0817447","josh gordon,will speck","Eagle Pictures, Columbia Pictures","Italy, United States of America",English
tt0074851,the man who fell to earth,1976,"Drama,Sci-Fi",8288224.956063269,491911.6766256591,nm0001676,nicolas roeg,"British Lion Films, Houtsnede Maatschappij N.V., Cinema 5",United Kingdom,English
tt0104454,howards end,1992,"Drama,Romance",17927298.645759083,58543547.80327868,nm0412465,james ivory,"Merchant Ivory Productions, Film4 Productions, Japan Satellite Broadcasting (JSB), IMAGICA, Sumitomo Corporation","Japan, United Kingdom, United States of America","English, German"
tt0102526,new jack city,1991,"Action,Crime,Drama",19621145.374449342,109934398.99559473,nm0005522,mario van peebles,"Jacmac Films, Jackson/McHenry Company, The, Warner Bros. Pictures",United States of America,English
tt0272207,narc,2002,"Crime,Drama,Mystery",11359644.24680378,18290178.93051695,nm0138620,joe carnahan,"Cruise/Wagner Productions, Paramount, Lions Gate Films","Canada, Germany, United States of America","English, Spanish"
tt0335559,win a date with tad hamilton,2004,"Comedy,Romance",28294335.62731604,28261211.282159872,nm0525659,robert luketic,DreamWorks Pictures,United States of America,English
tt6421110,proud mary,2018,"Action,Crime,Drama",17529271.20669056,26129429.658303466,nm0619836,babak najafi,Screen Gems,United States of America,English
tt14439896,father stu,2022,"Biography,Drama",4296549.367953536,22660729.63170481,nm6793979,rosalind ross,"Municipal Pictures, Palm Drive Productions",United States of America,English
tt0282687,life or something like it,2002,"Comedy,Romance",69905503.05725402,25250897.06281267,nm0378893,stephen herek,"Monarchy Enterprises S.a.r.l., Regency Enterprises, Davis Entertainment, New Regency Pictures, Epsilon Motion Pictures, Atchity Entertainment International (AEI), 20th Century Fox","Canada, United States of America",English
tt0388500,beauty shop,2005,Comedy,40245775.72964669,58519531.182795696,nm0937306,bille woodruff,Metro-Goldwyn-Mayer,United States of America,English
tt0076070,the gauntlet,1977,"Action,Crime,Thriller",28534653.46534653,183659405.94059405,nm0000142,clint eastwood,"Malpaso Productions, Warner Bros. Pictures",United States of America,English
tt2652092,the good lie,2014,"Biography,Drama",26565272.496831432,3615811.1939163497,nm0265852,philippe falardeau,"Alcon Entertainment, Black Label Media, Blue Sky Africa, Reliance Entertainment, Warner Bros. Pictures, Summit Entertainment","India, Kenya, United States of America",English
tt0308506,like mike,2002,"Comedy,Family,Fantasy",52429127.29294052,89885235.08171205,nm0776271,john schultz,"20th Century Fox, Heller Highwater Productions, NBA Entertainment, Josephson Entertainment, Like Mike Productions",United States of America,English
tt0072288,thunderbolt and lightfoot,1974,"Action,Comedy,Crime",25509127.789046653,159432048.68154156,nm0001047,michael cimino,"Malpaso Productions, United Artists",United States of America,English
tt0303933,drumline,2002,"Comedy,Drama,Music",34952751.52862701,98563547.15286268,nm0831690,charles stone iii,Fox 2000 Pictures,United States of America,English
tt0115988,the crucible,1996,"Drama,History",50095602.29445507,14732779.992351815,nm0405336,nicholas hytner,20th Century Fox,United States of America,English
tt1758595,diana,2013,"Biography,Drama,Romance",20240343.347639482,452520.10300429177,nm0386570,oliver hirschbiegel,"Ecosse Films, Le Pacte, SCOPE Pictures, Filmgate Films, Film i Väst","Sweden, United Kingdom, France, Belgium",English
tt0111419,thumbelina,1994,"Adventure,Animation,Family",59400809.71659919,24128398.88259109,"nm0089940,nm0325776","don bluth,gary goldman","Warner Bros. Pictures, Sullivan Bluth Studios, Warner Bros. Family Entertainment","Ireland, United States of America",English
tt0086969,birdy,1984,"Drama,War",36311838.30606352,4236381.13570741,nm0000570,alan parker,TriStar Pictures,United States of America,English
tt0482546,miss potter,2006,"Biography,Drama,Romance",46785714.28571428,4687312.55952381,nm0003088,chris noonan,"BBC Film, Phoenix Pictures, Summit Entertainment, The Weinstein Company, UK Film Council, Isle of Man Film, Metro-Goldwyn-Mayer, Grosvenor Park Productions","United Kingdom, United States of America",English
tt0100140,mermaids,1990,"Comedy,Drama,Romance",74570772.7620505,84530781.94338179,nm0000907,richard benjamin,Orion Pictures,United States of America,English
tt0278823,hollywood ending,2002,"Comedy,Romance",27962201.22290161,8457487.577543078,nm0000095,woody allen,"DreamWorks Pictures, Gravier Productions",United States of America,"Mandarin, English"
tt0083722,cat people,1982,"Fantasy,Horror,Thriller",58644559.58549222,22806217.616580307,nm0001707,paul schrader,"Universal Pictures, RKO Pictures LLC",United States of America,English
tt0095088,elvira mistress of the dark,1988,"Comedy,Horror",19932375.3169907,13288250.211327134,nm0797526,james signorelli,"New World Pictures, NBC Productions",United States of America,English
tt0110638,nell,1994,Drama,65765182.18623482,71265485.02024291,nm0000776,michael apted,"Egg Pictures, PolyGram Filmed Entertainment",United States of America,English
tt0367027,shortbus,2006,"Comedy,Drama,Romance",3119047.619047619,3115144.130952381,nm0593463,john cameron mitchell,"Fortissimo Films, Process Productions, Q Television, Oscilloscope","Netherlands, United States of America",English
tt0098625,were no angels,1989,"Comedy,Crime",50709677.41935483,26762914.60645161,nm0001403,neil jordan,Paramount,United States of America,"English, French, Latin"
tt0114194,the prophecy,1995,"Action,Crime,Drama",16503937.007874016,33196967.874015745,nm0927074,gregory widen,"Overseas FilmGroup, Dimension Films, NEO Motion Pictures, First Look International",United States of America,English
tt0095690,mystic pizza,1988,"Comedy,Drama,Romance",15945900.25359256,33999883.070160605,nm0677953,donald petrie,"Night Light Films, Samuel Goldwyn Company",United States of America,English
tt0102603,oscar,1991,"Comedy,Crime",80792951.54185022,54391467.77092511,nm0000484,john landis,"Joseph S. Vecchio Entertainment, Touchstone Pictures, Silver Screen Partners IV",United States of America,"English, Italian"
tt0096244,tequila sunrise,1988,"Crime,Drama,Romance",61125950.97210481,105517814.44463228,nm0001801,robert towne,"Cinema City Films, The Mount Company, Warner Bros. Pictures",United States of America,"English, Spanish"
tt3859076,truth,2015,"Biography,Drama,History",12735189.873417722,3371978.470886076,nm0888743,james vanderbilt,"Mythology Entertainment, Dirty Films","United States of America, Australia",English
tt0204626,the watcher,2000,"Crime,Drama,Mystery",60250871.080139376,52850265.71428572,nm0152741,joe charbanic,"Universal Pictures, Lewitt / Eberts Productions, Choi / Niami Productions, Driven Productions, Interlight",United States of America,"Vietnamese, English"
tt0180734,hardball,2001,"Comedy,Drama,Sport",56808582.72162619,71406132.11518915,nm0005367,brian robbins,"Paramount, Munich Film Partners & Company (MFP) GHS Productions, GHS Productions KG, Nides/McCormick Productions","Germany, United States of America",English
tt1974420,rules dont apply,2016,"Comedy,Drama,Romance",32749999.999999996,4784389.859999999,nm0000886,warren beatty,"Tatira, Shangri-La Entertainment, New Regency Pictures, Demarest Films, Considered Entertainment, Robson Orr Entertainment, Fiore Group, Windsor Media, RatPac Entertainment, Worldview Entertainment",United States of America,English
tt0417433,annapolis,2006,"Drama,Romance,Sport",40547619.047619045,26711511.33333333,nm0510912,justin lin,Touchstone Pictures,United States of America,English
