release_date,title,production_budget,domestic_gross
"Aug 3, 2012",Diary of a Wimpy Kid: Dog Days,"$22,000,000","$49,008,662"
"Mar 19, 2010",Diary of a Wimpy Kid,"$15,000,000","$64,003,625"
"Feb 26, 2016","Crouching Tiger, Hidden Dra…",,
"Dec 8, 2000","Crouching Tiger, Hidden Dragon","$15,000,000","$128,519,357"
Unknown,The Hunchback of Notre Dame II,,
"Jun 21, 1996",The Hunchback of Notre Dame,"$100,000,000","$100,138,851"
"Nov 22, 2002",Friday After Next,"$10,000,000","$33,253,609"
"Jan 12, 2000",Next Friday,"$9,500,000","$57,176,582"
"Apr 26, 1995",Friday,"$3,500,000","$27,467,564"
"Oct 8, 2024",Hellboy: The Crooked Man,,
"Apr 12, 2019",Hellboy,"$50,000,000","$21,903,748"
"Jul 11, 2008",Hellboy II: The Golden Army,"$82,500,000","$75,986,503"
"Nov 12, 1993",Ernest Rides Again,,"$1,433,496"
"Oct 11, 1991",Ernest Scared Stupid,,"$14,143,280"
"Apr 6, 1990",Ernest Goes to Jail,,"$25,029,569"
"Nov 11, 1988",Ernest Saves Christmas,,"$28,202,109"
"May 22, 1987",Ernest Goes to Camp,,"$23,509,382"
"Apr 16, 2004",Kill Bill: Volume 2,"$55,000,000","$66,207,920"
"Oct 10, 2003",Kill Bill: Volume 1,"$55,000,000","$70,098,138"
"Sep 15, 2020",Cats & Dogs 3: Paws Unite!,,
"Jul 30, 2010",Cats & Dogs: The Revenge of…,"$85,000,000","$43,585,753"
"Jul 4, 2001",Cats & Dogs,"$60,000,000","$93,375,151"
"Nov 14, 2025",Now You See Me 3,,
"Jun 10, 2016",Now You See Me 2,"$90,000,000","$65,075,540"
"May 31, 2013",Now You See Me,"$75,000,000","$117,723,989"
"Feb 13, 2025",Bridget Jones: Mad About Th…,,
"Sep 16, 2016",Bridget Jones’s Baby,"$35,000,000","$24,139,805"
"Nov 12, 2004",Bridget Jones: The Edge Of …,"$50,000,000","$40,203,020"
"Apr 13, 2001",Bridget Jones's Diary,"$25,000,000","$71,500,556"
"Sep 6, 2013",Riddick,"$38,000,000","$42,025,135"
"Jun 11, 2004",The Chronicles of Riddick,"$120,000,000","$57,712,751"
"Feb 18, 2000",Pitch Black,"$23,000,000","$39,235,088"
"May 17, 2016",Kindergarten Cop 2,,
"Dec 21, 1990",Kindergarten Cop,"$26,000,000","$91,457,688"
"Nov 2, 1990",Graffiti Bridge,,"$4,562,778"
"Jul 27, 1984",Purple Rain,,"$70,535,009"
"Jul 23, 1993",Another Stakeout,,"$20,107,504"
"Aug 5, 1987",Stakeout,,"$65,673,233"
"Sep 16, 2022","Confess, Fletch",,"$538,842"
"Mar 17, 1989",Fletch Lives,,"$33,266,859"
"May 31, 1985",Fletch,,"$46,700,000"
"Nov 26, 2014",Horrible Bosses 2,"$40,000,000","$54,445,357"
"Jul 8, 2011",Horrible Bosses,"$35,000,000","$117,538,559"
"Aug 1, 1990",Young Guns II,"$59,000,000","$44,143,410"
"Aug 12, 1988",Young Guns,"$13,000,000","$44,726,644"
"Nov 1, 2017",A Bad Moms Christmas,"$28,000,000","$72,110,659"
"Jul 29, 2016",Bad Moms,"$20,000,000","$113,257,297"
"Jul 25, 2008",The X-Files: I Want to Believe,"$35,000,000","$20,982,478"
"Jun 19, 1998",The X Files: Fight the Future,"$66,000,000","$83,898,313"
"Oct 6, 2017",Blade Runner 2049,"$185,000,000","$92,054,159"
"Jun 25, 1982",Blade Runner,"$28,000,000","$32,724,136"
"Apr 17, 1998",Major League: Back to the M…,,"$3,551,208"
"Mar 30, 1994",Major League II,,"$30,626,182"
"Apr 7, 1989",Major League,"$11,000,000","$49,793,054"
"Mar 28, 1941",Adventures of Captain Marvel,,
"Feb 7, 2003",Shanghai Knights,"$50,000,000","$60,470,220"
"May 26, 2000",Shanghai Noon,"$55,000,000","$56,932,305"
"Apr 4, 2007",Are We Done Yet?,,"$49,662,533"
"Jan 21, 2005",Are We There Yet?,"$20,000,000","$82,674,398"
"Nov 8, 2019",Doctor Sleep,"$45,000,000","$31,581,712"
"May 23, 1980",The Shining,"$19,000,000","$45,634,750"
"Sep 15, 2023",A Haunting in Venice,,"$42,471,412"
"Feb 11, 2022",Death on the Nile,"$90,000,000","$45,630,104"
"Nov 10, 2017",Murder on the Orient Express,"$55,000,000","$102,826,543"
"Aug 16, 2011",Marley and Me: The Puppy Years,,
"Dec 25, 2008",Marley & Me,"$60,000,000","$143,153,751"
"Aug 7, 2013",Percy Jackson: Sea of Monsters,"$90,000,000","$68,559,554"
"Feb 12, 2010",Percy Jackson & the Olympia…,"$95,000,000","$88,768,303"
"Jun 28, 2013",The Heat,"$43,000,000","$159,581,587"
"Oct 23, 2020",Borat Subsequent Moviefilm,,
"Nov 3, 2006",Borat,"$18,000,000","$128,505,958"
Unknown,The Untouchables: Capone Ri…,,
"Jun 3, 1987",The Untouchables,"$25,000,000","$76,270,454"
"Feb 5, 2019",The Cloverfield Paradox,,
"Mar 11, 2016",10 Cloverfield Lane,"$15,000,000","$72,082,999"
"Jan 18, 2008",Cloverfield,"$25,000,000","$80,048,433"
2025,Wake Up Dead Man: A Knives …,,
"Nov 23, 2022",Glass Onion: A Knives Out M…,,"$15,000,000"
"Nov 27, 2019",Knives Out,"$40,000,000","$165,364,060"
"Jun 20, 2014",Think Like a Man Too,"$24,000,000","$65,028,687"
"Apr 20, 2012",Think Like a Man,"$12,000,000","$91,547,205"
"Jun 2, 2009",Anacondas: Trail of Blood,,
"Oct 21, 2008",Anaconda 3: Offspring,,
"Aug 27, 2004",Anacondas: The Hunt for the…,"$25,000,000","$31,526,393"
"Apr 11, 1997",Anaconda,"$45,000,000","$65,598,907"
"Oct 18, 2019",Jay and Silent Bob Reboot,"$10,000,000","$4,589,490"
"May 6, 2014",Jay & Silent Bob's Super Gr…,,
"Jul 21, 2006",Clerks II,"$5,000,000","$24,148,068"
"Aug 24, 2001",Jay and Silent Bob Strike Back,"$22,000,000","$30,059,386"
"Nov 12, 1999",Dogma,"$10,000,000","$30,651,422"
"Apr 4, 1997",Chasing Amy,"$250,000","$12,006,514"
"Oct 20, 1995",Mallrats,"$6,100,000","$2,108,367"
"Oct 19, 1994",Clerks,"$27,000","$3,073,428"
1987,Meatballs III,,"$2,147,228"
"Jul 27, 1984",Meatballs II,,"$5,410,972"
"Jun 29, 1979",Meatballs,,"$43,000,000"
"Aug 8, 2007",Daddy Day Camp,"$6,000,000","$13,235,267"
"May 9, 2003",Daddy Day Care,"$60,000,000","$104,148,781"
"Aug 15, 2018",Crazy Rich Asians,"$30,000,000","$174,532,921"
"Mar 23, 2018",Pacific Rim: Uprising,"$155,000,000","$59,874,525"
"Jul 12, 2013",Pacific Rim,"$190,000,000","$101,854,397"
"Mar 1, 2024",Megamind vs. the Doom Syndi…,,
"Nov 5, 2010",Megamind,"$130,000,000","$148,415,853"
"Jul 3, 1991",Problem Child 2,,"$25,104,700"
"Jul 27, 1990",Problem Child,,"$53,470,891"
"May 14, 2019",Backdraft II,,
"May 24, 1991",Backdraft,,"$77,868,585"
"Nov 25, 1998",Babe: Pig in the City,"$80,000,000","$18,319,860"
"Aug 4, 1995",Babe,"$30,000,000","$63,658,910"
"Feb 27, 2004",Dirty Dancing Havana Nights,,"$14,140,215"
"Aug 21, 1987",Dirty Dancing,,"$63,892,689"
"Jun 18, 2004",Dodgeball: A True Underdog …,"$30,000,000","$114,326,736"
"Jul 18, 2014",Planes: Fire and Rescue,"$50,000,000","$59,157,732"
"Aug 9, 2013",Disney Planes,"$50,000,000","$90,282,580"
"Dec 18, 2012",Blue Lagoon: The Awakening,,
1991,Return to the Blue Lagoon,"$11,000,000","$2,000,000"
"Jun 20, 1980",The Blue Lagoon,"$4,500,000","$47,923,795"
"Mar 24, 2017",Power Rangers,"$120,000,000","$85,364,450"
"Dec 31, 2016",Dōbutsu Sentai Jūōjā Tai Ni…,,
"Dec 31, 2015",Power Rangers The Train For…,,
"Mar 5, 2013",Power Rangers: Clash of the…,,
"Jun 30, 1995",Mighty Morphin Power Ranger…,,"$37,785,198"
"Mar 25, 1983",The Black Stallion Returns,,"$9,851,679"
"Oct 17, 1979",The Black Stallion,"$2,700,000","$37,799,643"
"Oct 18, 2019",Zombieland: Double Tap,"$48,000,000","$73,118,130"
"Oct 2, 2009",Zombieland,"$23,600,000","$75,590,286"
"Jul 19, 2013",RED 2,"$84,000,000","$53,262,560"
"Oct 15, 2010",Red,"$60,000,000","$90,380,162"
"Apr 21, 2023",Evil Dead Rise,"$15,000,000","$67,356,372"
"Apr 5, 2013",Evil Dead,"$17,000,000","$54,239,856"
"Feb 19, 1993",Army of Darkness,"$11,000,000","$11,502,976"
"Mar 13, 1987",Evil Dead II,"$3,500,000","$5,923,044"
"Apr 15, 1983",The Evil Dead,"$375,000","$2,400,000"
Unknown,Revenge of the Nerds IV: Ne…,,
Unknown,Revenge of the Nerds III: T…,,
"Jul 10, 1987",Revenge of the Nerds II: Ne…,,"$22,642,033"
"Jul 20, 1984",Revenge of the Nerds,,"$40,874,452"
"Oct 2, 2007",Species: The Awakening,,
"Apr 10, 1998",Species 2,,"$19,217,565"
"Jul 7, 1995",Species,"$35,000,000","$60,054,449"
"Feb 11, 1994",My Girl 2,,"$16,559,100"
"Nov 27, 1991",My Girl,"$16,500,000","$58,011,485"
"Sep 24, 2010",Wall Street 2: Money Never …,"$70,000,000","$52,474,616"
"Dec 11, 1987",Wall Street,"$16,500,000","$43,848,100"
"Jul 22, 1988",Caddyshack II,,"$11,798,302"
"Jul 25, 1980",Caddyshack,"$6,000,000","$39,846,344"
"Feb 15, 2000",American Tail: The Treasure…,,
"Nov 22, 1991",An American Tail: Fievel Go…,,"$20,218,664"
"Nov 21, 1986",An American Tail,,"$47,483,002"
"Mar 8, 1996",Homeward Bound II: Lost in …,,"$32,709,423"
"Feb 3, 1993",Homeward Bound: The Incredi…,,"$41,833,324"
"Jan 24, 1997",Fierce Creatures,,"$9,254,184"
"Jul 15, 1988",A Fish Called Wanda,,"$63,493,000"
"Sep 4, 2015",The Transporter Refueled,"$22,000,000","$16,029,670"
"Nov 26, 2008",Transporter 3,"$40,000,000","$31,715,062"
"Sep 2, 2005",The Transporter 2,"$32,000,000","$43,095,856"
"Oct 11, 2002",The Transporter,"$21,000,000","$25,296,447"
"Mar 23, 2018",Sherlock Gnomes,"$59,000,000","$43,242,871"
"Feb 11, 2011",Gnomeo and Juliet,"$36,000,000","$99,967,670"
"Dec 25, 1997",An American Werewolf in Paris,,"$26,570,463"
"Aug 21, 1981",An American Werewolf in London,,"$31,973,249"
"Aug 13, 2019",The Angry Birds Movie 2,"$65,000,000","$41,657,076"
"May 20, 2016",The Angry Birds Movie,"$73,000,000","$107,509,366"
"Oct 21, 2016",Jack Reacher: Never Go Back,"$60,000,000","$58,697,076"
"Dec 21, 2012",Jack Reacher,"$60,000,000","$80,070,736"
"Jun 11, 2021",Peter Rabbit 2: The Runaway,"$45,000,000","$40,501,717"
"Feb 9, 2018",Peter Rabbit,"$50,000,000","$115,234,093"
"Oct 18, 2024",Smile 2,,"$69,012,586"
"Sep 30, 2022",Smile,"$17,000,000","$105,935,048"
"Jun 4, 2005",The Crow: Wicked Prayer,,
"Aug 30, 1996",The Crow: City of Angels,,"$17,897,671"
"May 11, 1994",The Crow,"$23,000,000","$50,638,075"
"Sep 29, 2017",Flatliners,"$20,000,000","$16,883,115"
Unknown,Kronk’s New Groove,,
"Dec 15, 2000",The Emperor's New Groove,"$100,000,000","$89,630,573"
"Nov 6, 2015",The Peanuts Movie,"$99,000,000","$130,178,411"
"May 24, 2011",Happiness is a Warm Blanket…,,
"Sep 21, 2010","He's Your Dog, Charlie Brown",,
"Jan 26, 2010","You're a Good Man, Charlie …",,
"Oct 6, 2009",A Charlie Brown Christmas,"$150,000",
"May 30, 1980","Bon Voyage, Charlie Brown (…",,"$2,013,193"
"Aug 3, 1977","Race for Your Life, Charlie…",,
"Apr 9, 1974","It's the Easter Beagle, Cha…",,
"Nov 20, 1973",A Charlie Brown Thanksgiving,,
"Oct 27, 1966","It’s the Great Pumpkin, Cha…",,
"Aug 12, 2005",Deuce Bigalow: European Gigolo,"$22,000,000","$22,400,154"
"Dec 10, 1999",Deuce Bigalow: Male Gigolo,"$18,000,000","$65,535,067"
"Jul 6, 1988",Short Circuit 2,,"$20,882,000"
"May 9, 1986",Short Circuit,,"$40,697,761"
"May 10, 1985",Rappin',,"$2,864,844"
"Dec 19, 1984",Breakin' 2: Electric Boogaloo,,"$15,000,000"
"May 4, 1984",Breakin',,"$36,100,000"
"Dec 12, 2006",The Fox and the Hound 2,,
"Jul 10, 1981",The Fox and the Hound,,"$43,899,231"
"Oct 10, 2014",Dracula Untold,"$70,000,000","$55,991,880"
"Sep 12, 2003",Once Upon a Time in Mexico,"$29,000,000","$56,330,657"
"Aug 25, 1995",Desperado,"$7,000,000","$25,532,388"
"Feb 26, 1993",El Mariachi,"$200,000","$2,040,920"
"Mar 12, 1999",The Rage: Carrie 2,"$21,000,000","$17,760,244"
"Nov 16, 1976",Carrie,"$1,800,000","$25,878,153"
"Apr 2, 2010",Why Did I Get Married Too?,"$20,000,000","$60,095,852"
"Oct 12, 2007",Why Did I Get Married?,"$15,000,000","$55,204,525"
"Oct 16, 2018",Scorpion King: Book of Souls,,
"Jan 13, 2015",Scorpion King 4: Quest for …,,
"Jan 10, 2012",Scorpion King 3: Battle for…,,
Unknown,House Party Tonight's The N…,,
"Jan 12, 1994",House Party 3,,"$19,194,572"
"Oct 23, 1991",House Party 2,"$5,000,000","$19,438,638"
"Mar 9, 1990",House Party,,"$26,385,627"
"Aug 23, 1996",A Very Brady Sequel,,"$21,443,204"
"Feb 17, 1995",The Brady Bunch Movie,,"$46,546,167"
"Dec 31, 2002",Ripley's Game,"$30,000,000",
"Dec 24, 1999",The Talented Mr. Ripley,"$40,000,000","$81,292,135"
"Nov 15, 2013",The Best Man Holiday,"$17,000,000","$70,525,195"
"Oct 22, 1999",The Best Man,"$9,000,000","$34,102,780"
"Aug 27, 2021",Candyman,,"$61,186,570"
"Jul 9, 1999",Candyman 3: Day of the Dead,"$3,000,000",
"Mar 17, 1995",Candyman: Farewell to Flesh,,"$13,916,665"
"Oct 4, 2024",White Bird,,"$5,069,171"
"Nov 17, 2017",Wonder,"$20,000,000","$132,422,809"
"Mar 18, 2016",Pee-Wee's Big Holiday,,
"Jul 22, 1988",Big Top Pee-Wee,,"$15,122,324"
"Jul 26, 1985",Pee Wee's Big Adventure,"$7,000,000","$40,940,662"
"Sep 2, 2008",My Friends Tigger & Pooh - …,,
"Feb 11, 2005",Pooh's Heffalump Movie,"$20,000,000","$18,098,433"
"Mar 9, 2004",Winnie the Pooh: Springtime…,,
"Mar 21, 2003",Piglet's Big Movie,,"$23,103,423"
"Feb 11, 2000",The Tigger Movie,"$20,000,000","$45,542,421"
"Mar 11, 1977",The Many Adventures of Winn…,,
"Feb 10, 1989",The Fly II,,"$19,441,528"
"Aug 15, 1986",The Fly,,"$37,585,000"
"Aug 9, 1996",Escape from L.A.,"$50,000,000","$25,426,861"
"Jul 10, 1981",Escape from New York,"$6,000,000","$25,244,700"
"Sep 12, 2025",Downton Abbey 3,,
"May 20, 2022",Downton Abbey: A New Era,,"$44,141,550"
"Sep 20, 2019",Downton Abbey,,"$96,853,865"
"Aug 10, 1990",The Two Jakes,,"$10,005,969"
"Jun 21, 1974",Chinatown,"$6,000,000","$23,169,837"
"Aug 24, 2007",Mr. Bean’s Holiday,"$25,000,000","$33,302,167"
"Oct 17, 1997",Bean,,"$45,334,169"
"Sep 14, 2018",Unbroken: Path to Redemption,"$6,000,000","$6,216,897"
"Dec 25, 2014",Unbroken,"$65,000,000","$115,637,895"
"Oct 12, 2018",Goosebumps 2: Haunted Hallo…,"$35,000,000","$46,697,321"
"Oct 16, 2015",Goosebumps,"$58,000,000","$80,069,458"
"Nov 9, 2018",The Girl in the Spider’s Web,"$43,000,000","$14,828,555"
"Dec 20, 2011",The Girl with the Dragon Ta…,"$90,000,000","$102,515,793"
"Jul 28, 2020",Deep Blue Sea 3,,
"Apr 17, 2018",Deep Blue Sea 2,,
"Jul 28, 1999",Deep Blue Sea,"$60,000,000","$73,648,228"
"Sep 12, 2014",Dolphin Tale 2,"$36,000,000","$42,024,533"
"Sep 23, 2011",Dolphin Tale,"$37,000,000","$72,286,779"
"Aug 29, 2006",Brother Bear 2,,
"Oct 24, 2003",Brother Bear,"$46,000,000","$85,336,277"
"Feb 1, 2011",Mean Girls 2,,
"Apr 30, 2004",Mean Girls,"$18,000,000","$86,047,227"
"Nov 2, 2014",Jingle All the Way 2,,
"Nov 22, 1996",Jingle All the Way,"$60,000,000","$60,592,389"
"Feb 14, 2025",Paddington in Peru,"$75,336,729","$13,000,000"
"Jan 12, 2018",Paddington 2,,"$40,964,849"
"Jan 16, 2015",Paddington,"$55,000,000","$76,223,578"
"May 23, 2006",Hollow Man II,,
"Aug 4, 2000",Hollow Man,"$90,000,000","$73,209,340"
"Aug 13, 2021",Don’t Breathe 2,"$15,000,000","$32,638,038"
"Aug 26, 2016",Don’t Breathe,"$10,000,000","$89,217,875"
"Dec 31, 2025",The Strangers: Chapter 2,,
"May 17, 2024",The Strangers: Chapter 1,"$8,500,000","$35,202,562"
"Mar 9, 2018",The Strangers: Prey at Night,"$5,000,000","$24,431,472"
"May 30, 2008",The Strangers,"$9,000,000","$52,597,610"
"Apr 9, 2004",The Whole Ten Yards,"$30,000,000","$16,323,969"
"Feb 18, 2000",The Whole Nine Yards,"$24,000,000","$57,262,492"
"Aug 22, 2014",Sin City: A Dame to Kill For,"$65,000,000","$13,757,804"
"Apr 1, 2005",Sin City,"$40,000,000","$74,103,820"
"Sep 18, 2012",Beverly Hills Chihuahua 3,,
"Feb 1, 2011",Beverly Hills Chihuahua 2,,
"Oct 3, 2008",Beverly Hills Chihuahua,"$20,000,000","$94,514,402"
"Sep 19, 2022",Jeepers Creepers: Reborn,,"$2,033,057"
"Sep 26, 2017",Jeepers Creepers 3,,"$2,235,162"
"Aug 29, 2003",Jeepers Creepers 2,"$25,000,000","$35,623,801"
"Aug 31, 2001",Jeepers Creepers,"$10,000,000","$37,904,175"
"Mar 8, 2016",Open Season Scared Silly,,
"Jan 25, 2011",Open Season 3,,
"Jan 27, 2009",Open Season 2,,
"Sep 29, 2006",Open Season,"$85,000,000","$85,105,259"
"Sep 28, 1990",Texasville,,"$2,268,181"
"Oct 8, 1971",The Last Picture Show,,"$20,505,085"
"Aug 15, 1986","Un homme et une femme, 20 a…",,"$56,821"
1966,Un homme et une femme,,"$14,000,000"
"Dec 5, 2025",Five Nights at Freddy’s 2,,
"Oct 27, 2023",Five Nights at Freddy’s,"$20,000,000","$137,275,620"
"Aug 11, 2009",Road Trip: Beer Pong,,
"May 19, 2000",Road Trip,"$16,000,000","$68,525,609"
"Aug 29, 2017",Bring it On: Worldwide #Che…,,
"Sep 1, 2009",Bring It On: Fight to the F…,,
"Dec 18, 2007",Bring It On: In It to Win It,,
"Aug 8, 2006",Bring It On: All or Nothing,,
"Aug 25, 2000",Bring it On,"$10,000,000","$68,353,550"
"Apr 19, 2011",Sharpay's Fabulous Adventure,,
Unknown,High School Musical: El Des…,,
"Oct 24, 2008",High School Musical 3: Seni…,"$11,000,000","$90,559,416"
"Dec 11, 2007",High School Musical 2,"$7,000,000",
"Jun 26, 2007",High School Musical: The Co…,,
"May 23, 2006",High School Musical,"$4,200,000",
"Mar 13, 2007",The Dukes of Hazzard: The B…,,
"Aug 5, 2005",The Dukes of Hazzard,"$53,000,000","$80,270,227"
"Jun 6, 2014",Edge of Tomorrow,"$178,000,000","$100,206,256"
"Aug 6, 2008",The Sisterhood of the Trave…,"$27,000,000","$44,089,964"
"Jun 16, 2021",The Hitman’s Wife’s Bodygua…,"$70,000,000","$38,014,727"
"Aug 18, 2017",The Hitman’s Bodyguard,"$30,000,000","$75,468,583"
"Sep 22, 2000",Urban Legends: Final Cut,"$15,000,000","$21,468,807"
"Sep 25, 1998",Urban Legend,"$14,000,000","$38,116,707"
"Nov 23, 2016",Bad Santa 2,"$26,000,000","$17,782,176"
"Nov 26, 2003",Bad Santa,"$18,000,000","$60,060,328"
"Aug 21, 2017",Starship Troopers: Traitor …,,
"Aug 28, 2012",Starship Troopers: Invasion,,
"Aug 5, 2008",Starship Troopers 3 - Marauder,,
"Jun 1, 2004",Starship Troopers 2 - Hero …,,
"Nov 7, 1997",Starship Troopers,"$105,000,000","$54,768,952"
"Feb 2, 2016",The Land Before Time XIV: J…,,
"Feb 27, 2007","Land Before Time XII, The -…",,
"Nov 18, 1988",The Land Before Time,"$12,300,000","$48,578,636"
"Feb 13, 2018",Hellraiser: Judgment,,
Unknown,Hellraiser Revelations,,
"Mar 8, 1996",Hellraiser IV: Bloodline,,"$9,321,492"
"Sep 11, 1992",Hellraiser III: Hell on Earth,,"$12,525,537"
"Dec 23, 1988",Hellbound: Hellraiser II,,"$11,611,883"
"Sep 18, 1987",Hellraiser,"$1,000,000","$14,564,000"
"Mar 12, 2004",Agent Cody Banks 2: Destina…,"$26,000,000","$23,514,247"
"Mar 14, 2003",Agent Cody Banks,"$25,000,000","$47,545,060"
"Jan 16, 2026",28 Years Later: The Bone Te…,,
"Jun 20, 2025",28 Years Later,"$75,000,000",
"May 11, 2007",28 Weeks Later,"$15,000,000","$28,638,916"
"Jun 27, 2003",28 Days Later…,"$8,000,000","$45,064,915"
"Feb 4, 2020",Dragonheart Vengeance,,
"Jun 13, 2017",Dragonheart: Battle for the…,,
"Feb 24, 2015",Dragonheart 3: The Sorcerer…,,
"Aug 4, 2000",Dragonheart: A New Beginning,,
"May 31, 1996",Dragonheart,"$57,000,000","$51,364,680"
"Dec 29, 1967","Il buono, il brutto, il cat…","$1,200,000","$6,100,000"
"May 10, 1967",Per qualche dollaro in più,"$600,000","$4,300,000"
"Jan 18, 1967",Per un pugno di dollari,"$200,000","$3,500,000"
"Nov 20, 1987",Teen Wolf Too,"$3,000,000","$7,888,000"
"Aug 23, 1985",Teen Wolf,,"$33,086,611"
"Feb 12, 2016",Zoolander 2,"$50,000,000","$28,848,693"
"Sep 28, 2001",Zoolander,"$28,000,000","$45,172,250"
"Jan 22, 1988",Braddock: Missing in Action…,,"$6,000,000"
"Mar 1, 1985",Missing in Action 2: The Be…,,"$10,755,447"
"Nov 16, 1984",Missing in Action,,"$22,812,411"
"Jun 21, 1991",The Rocketeer,,"$46,573,027"
"Jun 29, 2018",Sicario: Day of the Soldado,"$35,000,000","$50,065,850"
"Sep 18, 2015",Sicario,"$30,000,000","$46,889,293"
"Aug 11, 2017",The Nut Job 2: Nutty by Nature,"$40,000,000","$28,370,522"
"Jan 17, 2014",The Nut Job,"$30,000,000","$64,251,538"
"Jun 1, 2010",Time Cop 2,,
"Sep 16, 1994",Timecop,"$28,000,000","$44,853,581"
"Aug 20, 2010",Nanny McPhee and the Big Bang,"$35,000,000","$29,197,642"
"Jan 27, 2006",Nanny McPhee,"$25,000,000","$47,279,279"
"Sep 12, 2024",God’s Not Dead: In God We T…,,"$3,269,322"
"Oct 4, 2021",God’s Not Dead: We the Peop…,,"$1,170,387"
"Mar 30, 2018",God’s Not Dead: A Light in …,,"$5,728,940"
"Apr 1, 2016",God’s Not Dead 2,"$5,000,000","$20,773,069"
"Mar 21, 2014",God’s Not Dead,"$1,150,000","$60,755,732"
"Nov 30, 2012",Universal Soldier: Day of R…,,"$5,460"
"Feb 2, 2010",Universal Soldier: Regenera…,,
"Aug 20, 1999",Universal Soldier II: The R…,"$40,000,000","$10,447,421"
"Jul 10, 1992",Universal Soldier,,"$36,299,898"
"Jul 9, 1993",Weekend at Bernie's II,,"$12,741,891"
"Jul 5, 1989",Weekend at Bernie's,,"$30,218,387"
"May 10, 1991",F/X2,,"$21,075,831"
"Feb 7, 1986",F/X,"$10,000,000","$20,603,715"
"May 17, 1991",Mannequin: On the Move,,"$3,300,609"
"Feb 13, 1987",Mannequin,,"$38,018,000"
"Feb 26, 2008",Highlander: The Source,,
"Sep 1, 2000",Highlander: Endgame,"$15,000,000","$12,801,190"
"Jan 27, 1995",Highlander: The Final Dimen…,"$26,000,000","$13,738,574"
"Nov 1, 1991",Highlander II: The Quickening,,"$14,184,134"
"Mar 7, 1986",Highlander,"$16,000,000","$5,900,000"
"May 1, 1987",Creepshow 2,"$3,500,000","$14,000,000"
"Nov 10, 1982",Creepshow,"$8,000,000","$20,036,244"
"Apr 15, 1994",White Fang 2: Myth of the W…,,"$8,752,399"
"Jan 18, 1991",White Fang,"$14,000,000","$34,729,091"
"Feb 8, 1991",The NeverEnding Story II: T…,,"$17,116,963"
"Jul 20, 1984",The Neverending Story,"$27,000,000","$21,300,000"
"Apr 1, 2014",Seal Team 8: Behind Enemy L…,,
"Jan 6, 2009",Behind Enemy Lines: Colombia,,
"Oct 17, 2006",Behind Enemy Lines II: Axis…,,
"Nov 30, 2001",Behind Enemy Lines,"$40,000,000","$58,855,732"
"Mar 13, 2020",I Still Believe,"$12,000,000","$10,410,004"
"Mar 16, 2018",I Can Only Imagine,"$7,000,000","$83,482,352"
"Apr 3, 2018",Dip sin dip sin,,
"Oct 21, 2016",Ouija: Origin of Evil,"$9,000,000","$35,144,505"
"Oct 24, 2014",Ouija,"$5,000,000","$50,856,010"
"Apr 15, 1988",Return to Snowy River,,"$13,687,027"
"Nov 3, 1982",The Man From Snowy River,"$5,000,000","$20,659,423"
"Apr 10, 1998",3 Ninjas: High Noon at Mega…,,"$308,082"
"Apr 7, 1995",3 Ninjas Knuckle Up,,"$407,618"
"May 6, 1994",3 Ninjas Kick Back,"$20,000,000","$11,744,960"
"Aug 7, 1992",3 Ninjas,,"$29,028,000"
"Jan 2, 2015",The Woman in Black 2: Angel…,,"$26,501,323"
"Feb 3, 2012",The Woman in Black,"$15,000,000","$54,333,290"
"Apr 13, 1990",The Gods Must be Crazy II,,"$6,291,444"
"Jul 9, 1984",The Gods Must Be Crazy,,"$30,031,783"
"Jul 31, 2026",PAW Patrol 3,,
"Sep 29, 2023",PAW Patrol: The Mighty Movie,"$30,000,000","$65,343,309"
"Dec 31, 2021",Puppy Patrol: Mission Chris…,,
"Aug 20, 2021",PAW Patrol: The Movie,"$26,000,000","$40,127,371"
"Dec 31, 2019",Paw Patrol: Ultimate Rescue 2,,
"Sep 3, 2019","Paw Patrol: Ready, Race, Re…",,
"Dec 31, 2018",Paw Patrol: Big Screen Take…,,
"Dec 31, 2017",Paw Patrol: Big Screen Tails,,
"Sep 1, 2015",Paw Patrol: Meet Everest,,
"Apr 25, 2025",The Accountant 2,,
"Oct 14, 2016",The Accountant,"$40,000,000","$86,260,045"
"Dec 27, 2011",Hostel: Part III,,
"Jun 8, 2007",Hostel: Part II,"$7,500,000","$17,544,812"
"Jan 6, 2006",Hostel,"$4,800,000","$47,326,473"
"Oct 1, 2019",Jarhead: Law of Return,,
"Jun 7, 2016",Jarhead 3: The Siege,,
"Aug 19, 2014",Jarhead 2: Field of Fire,,
"Nov 4, 2005",Jarhead,"$72,000,000","$62,647,540"
"Dec 21, 2011",The Adventures of Tintin,"$130,000,000","$77,591,831"
"Mar 6, 2015",The Second Best Exotic Mari…,"$10,000,000","$33,078,266"
"May 4, 2012",The Best Exotic Marigold Hotel,"$10,000,000","$46,383,639"
"May 17, 2019",A Dog’s Journey,"$16,000,000","$22,782,371"
"Jan 27, 2017",A Dog’s Purpose,"$25,000,000","$64,321,890"
"Aug 16, 2013",Kick-Ass 2,"$28,000,000","$28,795,985"
"Apr 16, 2010",Kick-Ass,"$28,000,000","$48,071,303"
Unknown,Iron Eagle IV,,
"Jun 12, 1992",Aces: Iron Eagle III,,"$2,517,600"
